order_id,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,lead_time,delivery_delay,is_delayed,customer_state,seller_state,product_category_name_english,price,freight_value,total_value
b276e4f8c0fb86bd82fce576f21713e0,7/29/2018 23:34,7/31/2018 22:48,8/6/2018,1,-6,0,SP,SP,perfumery,179,9.41,188.41
8563039e855156e48fccee4d611a3196,2/17/2018 15:59,3/20/2018 0:59,3/20/2018,30,0,0,TO,SP,garden_tools,78,28.95,106.95
60550084e6b4c0cb89a87df1f3e5ebd9,2/21/2018 18:15,3/13/2018 23:58,3/29/2018,20,-16,0,CE,SP,electronics,39.9,26.89,66.78999999999999
5acce57f8d9dfd55fa48e212a641a69d,7/31/2017 21:37,8/8/2017 21:24,8/22/2017,7,-14,0,SP,MG,computers_accessories,27.9,15.1,43
434d158e96bdd6972ad6e6d73ddcfd22,6/1/2018 12:23,6/18/2018 21:32,7/17/2018,17,-29,0,PE,PR,health_beauty,445,63.17,508.17
7206b86ea789983f7a273ea7fa0bc2a8,3/26/2018 17:12,4/5/2018 22:11,4/12/2018,10,-7,0,SP,SP,bed_bath_table,36.9,12.79,49.69
1e7aff52cdbb2451ace09d0f848c3699,5/19/2017 18:53,5/31/2017 13:58,6/12/2017,11,-12,0,RJ,MG,garden_tools,119.99,34.2,154.19
6ea2f835b4556291ffdc53fa0b3b95e8,11/24/2017 21:27,12/28/2017 18:59,12/21/2017,33,7,1,SP,SC,housewares,339,17.12,356.12
948097deef559c742e7ce321e5e58919,8/4/2017 17:10,8/12/2017 14:08,9/1/2017,7,-20,0,DF,SC,sports_leisure,69.9,25.77,95.67
d22e9fa5731b9e30e8b27afcdc2f8563,8/4/2018 23:25,8/13/2018 23:34,9/13/2018,9,-31,0,BA,SP,stationery,99,22.62,121.62
6ebaec694d7025e2ad4a05dba887c032,5/18/2017 13:55,5/29/2017 12:47,6/9/2017,10,-11,0,RJ,ES,garden_tools,139,14.72,153.72
d17dc4a904426827ca80f2ccb3a6be56,5/14/2017 20:28,5/25/2017 9:14,6/12/2017,10,-18,0,BA,SP,sports_leisure,36.9,17.92,54.82
25f4376934e13d3508486352e11a5db0,5/17/2018 16:59,5/21/2018 15:22,5/25/2018,3,-4,0,SP,SP,furniture_decor,69.9,12.43,82.33000000000001
5820a1100976432c7968a52da59e9364,7/29/2018 11:24,8/2/2018 22:09,8/13/2018,4,-11,0,RS,SP,sports_leisure,33.9,18.34,52.239999999999995
2ce1ad82022c1ba30c2079502ac725aa,8/9/2017 20:19,8/16/2017 17:16,8/31/2017,6,-15,0,SP,SC,books_general_interest,115,15.56,130.56
138849fd84dff2fb4ca70a0a34c4aa1c,2/1/2018 14:02,2/14/2018 13:41,2/23/2018,12,-9,0,SP,SP,construction_tools_construction,39.47,13.37,52.839999999999996
47aa4816b27ba60ec948cd019cc1afc1,6/26/2018 13:42,7/3/2018 18:37,7/20/2018,7,-17,0,PR,RS,small_appliances,53.44,18.47,71.91
9faeb9b2746b9d7526aef5acb08e2aa0,7/26/2018 14:39,7/31/2018 22:26,8/16/2018,5,-16,0,RS,SP,sports_leisure,60,15.52,75.52
9faeb9b2746b9d7526aef5acb08e2aa0,7/26/2018 14:39,7/31/2018 22:26,8/16/2018,5,-16,0,RS,SP,sports_leisure,60,15.52,75.52
641fb0752bf5b5940c376b3a8bb9dc52,12/15/2017 0:06,1/3/2018 15:09,1/16/2018,19,-13,0,RJ,SP,watches_gifts,369,17.33,386.33
e425680f760cbc130be3e53a9773c584,8/31/2017 8:15,9/4/2017 20:59,9/20/2017,4,-16,0,SP,SP,furniture_decor,38.4,11.85,50.25
40c5e18f7d112b59b3e5113a59a905b3,6/11/2018 10:25,6/19/2018 0:31,7/16/2018,7,-27,0,RJ,RJ,perfumery,119.9,8.78,128.68
734e7d1bbaeb2ff82521ca0fe6fb6f79,6/11/2018 8:18,6/14/2018 21:32,7/5/2018,3,-21,0,SP,PR,small_appliances,29.99,13.47,43.46
66e4624ae69e7dc89bd50222b59f581f,3/9/2018 14:50,4/3/2018 13:28,4/2/2018,24,1,1,SE,SP,telephony,22.99,22.85,45.84
66e4624ae69e7dc89bd50222b59f581f,3/9/2018 14:50,4/3/2018 13:28,4/2/2018,24,1,1,SE,SP,telephony,22.99,22.85,45.84
a685d016c8a26f71a0bb67821070e398,3/13/2017 18:14,4/6/2017 13:37,3/30/2017,23,7,1,SP,SP,furniture_decor,84.9,14.36,99.26
2edfd6d1f0b4cd0db4bf37b1b224d855,6/13/2017 21:11,6/19/2017 18:51,7/6/2017,5,-17,0,SP,PR,sports_leisure,113,28.15,141.15
68873cf91053cd11e6b49a766db5af1a,11/30/2017 22:02,12/5/2017 20:28,12/18/2017,4,-13,0,SP,SP,bed_bath_table,79.9,11.76,91.66000000000001
f346ad4ee8f630e5e4ddaf862a34e6dd,8/5/2018 13:09,8/10/2018 18:35,8/15/2018,5,-5,0,DF,GO,sports_leisure,39.9,13.76,53.66
8f06cc6465925031568537b815f1198d,11/15/2017 11:31,11/22/2017 22:41,12/5/2017,7,-13,0,RJ,SP,sports_leisure,299,18.34,317.34
ccbabeb0b02433bd0fcbac46e70339f2,2/19/2018 20:31,3/9/2018 22:22,3/13/2018,18,-4,0,MG,SP,food,27.9,15.1,43
688052146432ef8253587b930b01a06d,4/22/2018 8:48,4/24/2018 19:31,5/15/2018,2,-21,0,MG,MG,computers_accessories,119,24.97,143.97
688052146432ef8253587b930b01a06d,4/22/2018 8:48,4/24/2018 19:31,5/15/2018,2,-21,0,MG,MG,luggage_accessories,199,3.12,202.12
f271576bed568e896f99eb710cd3a6f8,1/7/2018 21:44,1/17/2018 20:26,2/14/2018,9,-28,0,BA,PR,construction_tools_construction,329.9,82.48,412.38
f271576bed568e896f99eb710cd3a6f8,1/7/2018 21:44,1/17/2018 20:26,2/14/2018,9,-28,0,BA,PR,construction_tools_construction,329.9,82.48,412.38
686541986ecfb7d9296eb67719973bf0,2/10/2018 13:26,2/20/2018 22:13,3/12/2018,10,-20,0,MG,DF,telephony,24.89,15.1,39.99
68e48e68da1f50f7c5838ea75e3a20dd,6/18/2018 16:02,6/22/2018 21:18,7/13/2018,4,-21,0,SP,SP,auto,84.9,13.25,98.15
68e48e68da1f50f7c5838ea75e3a20dd,6/18/2018 16:02,6/22/2018 21:18,7/13/2018,4,-21,0,SP,SP,auto,84.9,13.25,98.15
68e48e68da1f50f7c5838ea75e3a20dd,6/18/2018 16:02,6/22/2018 21:18,7/13/2018,4,-21,0,SP,SP,auto,84.9,13.25,98.15
68e48e68da1f50f7c5838ea75e3a20dd,6/18/2018 16:02,6/22/2018 21:18,7/13/2018,4,-21,0,SP,SP,auto,84.9,13.25,98.15
b52cc4919de82b4d696a4380d10804a3,6/13/2018 13:47,6/18/2018 22:32,6/26/2018,5,-8,0,SP,SP,construction_tools_construction,42.99,12.03,55.02
fdf128b3630c21adc9ca4fb8a51b68ec,7/15/2018 8:33,7/24/2018 16:41,8/2/2018,9,-9,0,SC,SP,food,27.9,18.3,46.2
a6aeb116d2cb5013eb8a94585b71ffef,9/13/2017 14:27,9/16/2017 15:40,9/25/2017,3,-9,0,SP,SP,baby,50,9.34,59.34
fa516182d28f96f5f5c651026b0749ee,4/13/2018 8:44,4/19/2018 20:41,5/8/2018,6,-19,0,SP,SP,air_conditioning,190,19.41,209.41
6abaad69b8b349c3a529b4b91ce18e46,2/15/2018 10:33,2/24/2018 19:15,3/7/2018,9,-11,0,SP,RJ,cool_stuff,42.9,14.1,57
974c1993ab8024d3ed16229183c2308d,2/20/2017 11:45,3/9/2017 14:27,3/21/2017,17,-12,0,MG,RJ,health_beauty,69.9,14.66,84.56
82bce245b1c9148f8d19a55b9ff70644,4/20/2017 17:15,5/10/2017 9:17,5/12/2017,19,-2,0,PR,SP,housewares,38,15.56,53.56
82bce245b1c9148f8d19a55b9ff70644,4/20/2017 17:15,5/10/2017 9:17,5/12/2017,19,-2,0,PR,SP,housewares,38,15.56,53.56
82bce245b1c9148f8d19a55b9ff70644,4/20/2017 17:15,5/10/2017 9:17,5/12/2017,19,-2,0,PR,SP,housewares,38,15.56,53.56
82bce245b1c9148f8d19a55b9ff70644,4/20/2017 17:15,5/10/2017 9:17,5/12/2017,19,-2,0,PR,SP,housewares,38,15.56,53.56
82bce245b1c9148f8d19a55b9ff70644,4/20/2017 17:15,5/10/2017 9:17,5/12/2017,19,-2,0,PR,SP,housewares,38,15.56,53.56
a910f58086d58b3ae6f37aa712d377b9,9/15/2017 9:19,9/25/2017 20:14,10/11/2017,10,-16,0,MT,SP,perfumery,56.99,15.84,72.83
a910f58086d58b3ae6f37aa712d377b9,9/15/2017 9:19,9/25/2017 20:14,10/11/2017,10,-16,0,MT,SP,perfumery,56.99,15.84,72.83
bd4bd0194d6d29f83b8557d4b89b572a,7/28/2018 16:52,8/6/2018 18:44,8/8/2018,9,-2,0,SP,SP,auto,24.99,12.84,37.83
634e8f4c0f6744a626f77f39770ac6aa,8/9/2017 18:32,8/16/2017 18:17,8/31/2017,6,-15,0,RS,PR,watches_gifts,219,15.28,234.28
6d25592267349b322799e2beb687871e,8/26/2018 22:04,8/29/2018 12:40,8/30/2018,2,-1,0,SP,SP,watches_gifts,93,7.91,100.91
6d25592267349b322799e2beb687871e,8/26/2018 22:04,8/29/2018 12:40,8/30/2018,2,-1,0,SP,SP,watches_gifts,93,7.91,100.91
b8801cccd8068de30112e4f49903d74a,7/30/2017 3:06,8/1/2017 14:27,8/16/2017,2,-15,0,SP,SP,health_beauty,19.99,7.78,27.77
2711a938db643b3f0b62ee2c8a2784aa,12/22/2017 0:17,1/9/2018 19:52,1/19/2018,18,-10,0,DF,SP,telephony,45,14.1,59.1
3bc77ce8be27211bac313c2daa402d1a,4/6/2017 22:39,4/11/2017 12:31,4/27/2017,4,-16,0,MG,MG,health_beauty,58.2,8.78,66.98
10c320f977c6a18f91b2d14be13128c6,5/9/2017 20:48,5/18/2017 13:22,6/1/2017,8,-14,0,RS,SP,bed_bath_table,110.99,21.27,132.26
0a4a2fccb27bd83a892fa503987a595b,4/20/2017 20:42,5/11/2017 13:07,5/25/2017,20,-14,0,PB,SP,bed_bath_table,38.5,24.84,63.34
e4de6d53ecff736bc68804b0b6e9f635,10/16/2017 14:56,11/8/2017 21:25,11/21/2017,23,-13,0,BA,SP,office_furniture,179.99,51.13,231.12
6b860b35691d486e45dc98e3514ec5f6,12/8/2017 9:42,12/19/2017 18:43,1/3/2018,11,-15,0,SP,SP,sports_leisure,544,30.36,574.36
ec341c54a5ebf8ee0a67a8632aa7579b,8/26/2017 16:53,9/8/2017 20:39,9/21/2017,13,-13,0,SC,SP,bed_bath_table,14.82,15.1,29.92
cadbb3657dac2dbbd5b84b12e7b78aad,2/27/2018 12:55,3/16/2018 14:59,3/29/2018,17,-13,0,SP,PR,computers_accessories,394.9,14.89,409.78999999999996
9defaf92cff22420e4e8ef7784815a55,5/11/2018 13:10,5/21/2018 16:09,6/5/2018,10,-15,0,SP,SP,fashion_underwear_beach,49.9,12.79,62.69
20e0101b20700188cadb288126949685,1/22/2018 19:22,2/15/2018 20:08,2/19/2018,24,-4,0,MG,SP,furniture_decor,89.18,16.38,105.56
0e782c3705510e717d28907746cbda82,5/1/2018 8:12,5/4/2018 14:02,5/16/2018,3,-12,0,SP,SP,telephony,29.99,7.39,37.379999999999995
d3d6788577c9592da441752e8a1dd5e3,9/19/2017 22:17,10/10/2017 18:43,10/13/2017,20,-3,0,PR,SP,health_beauty,58.99,17.66,76.65
86f21bf63784876b9fd6d35f46581d72,4/11/2018 22:32,4/27/2018 23:14,5/21/2018,16,-24,0,MG,PR,computers_accessories,98.44,22.4,120.84
8447ff843b2616c50c0ced28ab1dae03,12/20/2017 23:45,1/9/2018 18:14,1/22/2018,19,-13,0,SC,SP,watches_gifts,219.9,18.79,238.69
f169bd689fb8b32ccd62df9050aebc0b,4/22/2018 23:23,4/30/2018 17:57,5/7/2018,7,-7,0,SP,SP,telephony,759,13.08,772.08
77e9941864fc840be8e4b1ba5347c0f7,8/3/2018 8:59,8/17/2018 0:49,8/27/2018,13,-10,0,CE,SP,sports_leisure,65.9,37.37,103.27000000000001
41bb5cee06dbf170878a9ef93ac7e7f5,5/14/2018 8:35,5/18/2018 14:48,6/8/2018,4,-21,0,SP,SP,furniture_decor,10.9,12.79,23.689999999999998
6a0a8bfbbe700284feb0845d95e0867f,11/22/2017 11:32,12/28/2017 19:43,12/11/2017,36,17,1,RJ,SP,furniture_decor,83.9,17.84,101.74000000000001
f7959f8385f34c4f645327465a1c9fc4,3/30/2017 7:50,4/10/2017 2:59,4/26/2017,10,-16,0,SP,SP,bed_bath_table,17.9,10.96,28.86
23f553848a03aaab35bb3f9f87725125,6/5/2018 9:10,6/18/2018 12:36,7/23/2018,13,-35,0,PR,SP,baby,99.2,18.57,117.77000000000001
e3447938231fb6ba2fee0231b51eca59,8/26/2018 11:04,8/28/2018 21:06,8/30/2018,2,-2,0,SP,SP,housewares,160,12.14,172.14
e346cd9299371b18c0b28e8e29a5e376,5/17/2017 8:36,5/23/2017 13:32,6/6/2017,6,-14,0,SP,SP,sports_leisure,29.9,12.69,42.589999999999996
a5474c0071dd5d1074e12d417078bbd0,7/30/2018 22:41,8/3/2018 19:28,8/2/2018,3,1,1,SP,SP,health_beauty,13.99,7.39,21.38
bb7c5cf4dff9994daeab7c8ee9d287aa,3/1/2018 22:14,3/9/2018 14:48,3/26/2018,7,-17,0,RS,SC,health_beauty,535.9,18.5,554.4
66d03fb3c4b0f80b5db04ef9c260336d,2/6/2018 21:09,2/16/2018 20:24,3/7/2018,9,-19,0,SP,MG,furniture_decor,69.9,26.11,96.01
a6cd683d4bd3b9b1f0aa37b27f8116d3,1/28/2017 23:45,2/10/2017 17:30,3/10/2017,12,-28,0,BA,SP,health_beauty,589.9,20,609.9
bfe42c22ecbf90bc9f35cf591270b6a7,1/27/2018 22:04,2/9/2018 20:16,2/26/2018,12,-17,0,MG,SP,,27.3,15.1,42.4
e1da8361c76cab67aa3588a1fbf1af54,7/1/2017 15:42,7/12/2017 20:17,7/25/2017,11,-13,0,MG,SP,watches_gifts,235.99,17.41,253.4
af5b0604e113e1526593d505a26ef39d,9/27/2017 12:07,9/30/2017 17:13,10/16/2017,3,-16,0,SP,SP,housewares,19.9,8.72,28.619999999999997
9d531c565e28c3e0d756192f84d8731f,11/28/2017 21:00,1/23/2018 21:38,12/22/2017,56,32,1,RJ,SP,furniture_decor,25.99,14.1,40.089999999999996
4da3bd761ca73d692ae0f5c252495546,2/1/2018 12:31,2/2/2018 16:12,2/19/2018,1,-17,0,RJ,RJ,perfumery,18.5,7.94,26.44
80d817467dc3d0a4bb5ab8986c962b1f,8/22/2018 16:10,8/28/2018 14:52,9/5/2018,5,-8,0,DF,MG,stationery,49.9,16.54,66.44
80d817467dc3d0a4bb5ab8986c962b1f,8/22/2018 16:10,8/28/2018 14:52,9/5/2018,5,-8,0,DF,MG,stationery,49.9,16.54,66.44
c75acba615d2db29345327974641467d,7/6/2018 23:36,7/13/2018 17:18,8/10/2018,6,-28,0,RJ,SP,health_beauty,84.99,26.9,111.88999999999999
210e60465099814a1d2c7635e4065153,5/9/2018 18:27,5/22/2018 0:08,5/29/2018,12,-7,0,RJ,SC,cool_stuff,199,32.79,231.79
8fc207e94fa91a7649c5a5dab690272a,11/26/2017 17:49,1/20/2018 13:42,12/19/2017,54,32,1,RJ,SP,bed_bath_table,109.9,25.61,135.51
4b3a605942f29d490cb74bd6ace6b9f0,9/29/2017 9:32,9/30/2017 16:55,10/17/2017,1,-17,0,RS,RS,fashion_bags_accessories,29.99,8.11,38.099999999999994
1c35ac660d7ef6691b25d20df3d6eccb,6/27/2017 23:11,6/29/2017 10:16,7/10/2017,1,-11,0,SP,SP,housewares,59.9,14.13,74.03
01a75ac3dd000b7628a684be97c29234,1/23/2018 10:32,2/7/2018 14:59,2/21/2018,15,-14,0,RJ,SP,housewares,42.9,15.1,58
0c6b011f8a4f87010c23995f5807d152,8/20/2018 18:24,8/28/2018 13:43,9/13/2018,7,-16,0,RN,SP,watches_gifts,43,23.02,66.02
ee0c5c649e17808bc4a363d3a80ebf85,1/30/2018 7:51,2/20/2018 15:25,2/21/2018,21,-1,0,RJ,SP,sports_leisure,12.5,14.1,26.6
ee0c5c649e17808bc4a363d3a80ebf85,1/30/2018 7:51,2/20/2018 15:25,2/21/2018,21,-1,0,RJ,SP,sports_leisure,12.5,14.1,26.6
f2fa3795760c35b8c05fa8e2f09d5143,3/31/2018 14:20,4/7/2018 0:06,5/4/2018,6,-27,0,SP,SP,bed_bath_table,179.9,8.41,188.31
f2fa3795760c35b8c05fa8e2f09d5143,3/31/2018 14:20,4/7/2018 0:06,5/4/2018,6,-27,0,SP,SP,office_furniture,119.99,28.05,148.04
f2fa3795760c35b8c05fa8e2f09d5143,3/31/2018 14:20,4/7/2018 0:06,5/4/2018,6,-27,0,SP,SP,office_furniture,149.99,32.05,182.04000000000002
3923e3ade70348985bd2ca389905cf19,3/7/2018 23:00,3/19/2018 18:46,3/29/2018,11,-10,0,SP,PR,musical_instruments,59.9,18.25,78.15
e37797aedc7cd4ef82278fbc169eecaf,5/8/2018 22:12,5/14/2018 18:55,5/23/2018,5,-9,0,SP,SP,bed_bath_table,69.99,14.58,84.57
35660aec0cc42b6257e24281ee0e6255,3/30/2017 14:46,4/27/2017 11:08,5/12/2017,27,-15,0,PB,SP,office_furniture,129.6,25.4,155
b01875821b8dcb6abc61776f0f971bce,11/24/2017 21:55,12/1/2017 21:11,12/15/2017,6,-14,0,RJ,SP,furniture_decor,31.8,39.28,71.08
b01875821b8dcb6abc61776f0f971bce,11/24/2017 21:55,12/1/2017 21:11,12/15/2017,6,-14,0,RJ,SP,furniture_decor,31.8,39.28,71.08
5164933efe0cd14f31424b9badf81f19,4/25/2018 22:18,4/27/2018 16:50,5/14/2018,1,-17,0,SP,SP,bed_bath_table,129.9,12,141.9
06a6627d9cc91a04e9d146bf65fee0a2,7/16/2017 10:27,7/21/2017 19:59,8/4/2017,5,-14,0,SP,SP,bed_bath_table,99.9,13.72,113.62
5447160f15621601fa9ba2b94f4906b3,11/21/2017 12:08,11/28/2017 20:33,12/14/2017,7,-16,0,PR,SP,watches_gifts,146,15.77,161.77
01855f880aae9a984c7c33b26fcf2e02,10/19/2017 15:08,10/24/2017 15:57,10/31/2017,5,-7,0,SP,SP,health_beauty,39.49,8.27,47.760000000000005
01855f880aae9a984c7c33b26fcf2e02,10/19/2017 15:08,10/24/2017 15:57,10/31/2017,5,-7,0,SP,SP,health_beauty,39.49,8.27,47.760000000000005
65312c6e4ce03c0fb633a4ac541949d8,7/22/2018 15:19,8/2/2018 21:08,8/13/2018,11,-11,0,RJ,RJ,bed_bath_table,54.99,13.6,68.59
741fd1b80f015f170a7f458cf86769b8,12/2/2017 14:28,12/11/2017 16:17,1/4/2018,9,-24,0,MG,SP,health_beauty,89.99,16.39,106.38
b16cec67cb3f5a4bb31abe8988b43d19,3/26/2018 9:14,3/29/2018 20:08,4/20/2018,3,-22,0,RJ,RJ,sports_leisure,129.9,11.77,141.67000000000002
e6190dea235662449d160357e46eaec8,1/9/2018 6:37,1/15/2018 14:56,2/6/2018,6,-22,0,SP,PR,health_beauty,69.9,19.98,89.88000000000001
8eeda294fab8a5ed70259afb59a10ff8,2/6/2018 18:25,2/14/2018 19:07,3/8/2018,8,-22,0,PR,PR,computers_accessories,80.9,12.7,93.60000000000001
8eeda294fab8a5ed70259afb59a10ff8,2/6/2018 18:25,2/14/2018 19:07,3/8/2018,8,-22,0,PR,PR,computers_accessories,80.9,12.7,93.60000000000001
89165e6d4c28047da0adf13ac8b3e1b3,7/18/2018 13:39,7/26/2018 18:26,7/30/2018,8,-4,0,SP,SP,health_beauty,110.32,8.03,118.35
f376081d7c5f1767fbc7fae2d19ca32e,3/28/2017 16:03,3/31/2017 10:07,4/17/2017,2,-17,0,SP,SP,sports_leisure,91.99,6.75,98.74
f376081d7c5f1767fbc7fae2d19ca32e,3/28/2017 16:03,3/31/2017 10:07,4/17/2017,2,-17,0,SP,SP,sports_leisure,91.99,13.5,105.49
f376081d7c5f1767fbc7fae2d19ca32e,3/28/2017 16:03,3/31/2017 10:07,4/17/2017,2,-17,0,SP,SP,sports_leisure,91.99,13.5,105.49
4b87488fb6269f8321508923b95da4d6,6/8/2018 12:19,6/15/2018 20:58,7/5/2018,7,-20,0,MG,MG,housewares,25,13.47,38.47
e9ce52cd563d0124dced659e69eab10a,7/10/2017 12:23,7/17/2017 17:03,7/28/2017,7,-11,0,SP,SP,luggage_accessories,259.9,53.01,312.90999999999997
9344ccd01ff5fa7ec2aef0ee7e1c49c3,5/16/2018 16:10,5/24/2018 19:04,6/4/2018,8,-11,0,SP,SP,stationery,39,12.79,51.79
f4471dae8c482f51aa1826cd9f5d4433,7/5/2018 18:40,7/11/2018 21:16,7/19/2018,6,-8,0,SP,SP,sports_leisure,104.9,4.39,109.29
f4471dae8c482f51aa1826cd9f5d4433,7/5/2018 18:40,7/11/2018 21:16,7/19/2018,6,-8,0,SP,SP,health_beauty,110.32,12.53,122.85
aeb4c9d05ab11d7c6c9ca24f8c43bd70,9/20/2017 17:12,9/28/2017 19:47,10/18/2017,8,-20,0,GO,MG,perfumery,7,15.79,22.79
33a3edb84b9df4cb49546859b990ac6d,2/21/2018 17:15,3/22/2018 0:03,3/16/2018,28,6,1,MG,SP,garden_tools,49.9,17.6,67.5
9885fff91f7c807525f8320e5292a3db,1/10/2018 14:18,1/24/2018 23:16,1/31/2018,14,-7,0,SP,SP,health_beauty,126.99,29.68,156.67
e7a65190baa4e6fd192246157c0b81fb,4/26/2017 16:14,5/12/2017 14:04,5/29/2017,15,-17,0,PA,SP,telephony,28.99,24.84,53.83
